priority,total_score,primary_category,year,venue,title,authors,abstract,url,doi,citation_count,kg_score,repair_score,neurosymbolic_score,graph_ml_score,llm_agent_score,data_quality_score,benchmark_score,negative_penalty,reason_for_inclusion,matched_terms,dblp_key,semantic_scholar_id,openalex_id
B,9,GNNs and KG representation learning,2026,AAAI,THGB: A Comprehensive Benchmark for Text-attributed Heterogeneous Graphs.,Lixin Zhou; Zemin Liu; Yuan Fang; Dan Niu; Jing Ying,"Text-attributed heterogeneous graphs (TAHGs), characterized by nodes interconnected through diverse relationships and enriched with textual descriptions, are prevalent in numerous real-world applications. Recent advancements in integrating pre-trained language models (PLMs) and large language models (LLMs) with heterogeneous graph neural networks (HGNNs) have enhanced learning on TAHGs. However, the absence of standardized benchmark datasets tailored to TAHGs has impeded further progress. To bridge this gap, we propose the Text-attributed Heterogeneous Graphs Benchmark (THGB), a comprehensive collection of heterogeneous graphs from diverse domains, with each node enriched by relevant text attributes. Alongside dataset construction, we conduct extensive benchmark experiments using various graph learning methods, including GNN, PLM-GNN, and LLM-GNN approaches, for node classification and link prediction tasks. We evaluated model performance across supervised, few-shot, and zero-shot learning scenarios to assess their ability to leverage limited and unseen data. Our experiments highlight THGB's potential to improve the integration of heterogeneous structural and textual information. By providing curated datasets, robust evaluation protocols, and baseline implementations, THGB introduces a standardized benchmark and solid groundwork for TAHGs research.",https://doi.org/10.1609/aaai.v40i34.40133,10.1609/aaai.v40i34.40133,0,3,0,0,2,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark"", ""evaluation"", ""dataset construction""], ""graph_ml"": [""graph neural network"", ""gnn""], ""kg"": [""knowledge graph""], ""llm_agent"": [""large language model"", ""rag""]}",conf/aaai/ZhouLFNY26,,https://openalex.org/W7138524127
B,9,GNNs and KG representation learning,2026,AAAI,Unifying Multi-View Knowledge for Graph Learning via Model Collaboration.,Zhihao Wu; Jielong Lu; Zihan Fang; Jinyu Cai; Guangyong Chen; Jiajun Bu; Haishuai Wang,"With the increasing scale and complexity of graph data, node attributes are also becoming richer and more complex, particularly in the form of informative text. Classic GNNs equipped with shallow attribute encoders are no longer sufficient to handle such data independently, making model collaboration across heterogeneous architectures an inevitable trend. Recently, the integration of Large Language Models (LLMs) and GNNs has attracted significant attention, yet the inherent disparity between these models remains a key challenge. Promising solutions have considered fine-tuning Small Language Models (SLMs) to bridge the gap between GNNs and frozen LLMs. However, this introduces another problem: these heterogeneous models bring complementary knowledge, but how to effectively integrate them and allow mutual refinement becomes a significant research gap. To address these challenges, we introduce COLA, a collaborative large–small model framework that enables seamless cooperation among semantic LLMs, task-specific fine-tuned SLMs, and structure-aware GNNs. COLA features a unique Consensus–Complement Coordination Mechanism (C3M), wherein its Mixture-of-Coordinators (MoC) architecturally aligns the LLM and SLM. Built upon this, a flexible graph-knowledge infusion strategy encourages the joint alignment and graph knowledge learning of textual representations. Extensive evaluations across nine diverse datasets show that COLA consistently achieves state-of-the-art performance, validating the effectiveness and generality of our collaborative paradigm.",https://doi.org/10.1609/aaai.v40i32.39914,10.1609/aaai.v40i32.39914,0,3,0,0,2,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""evaluation""], ""graph_ml"": [""gnn""], ""kg"": [""knowledge graph""], ""llm_agent"": [""large language model"", ""rag""]}",conf/aaai/WuLFCCBW26,,https://openalex.org/W7138125030
B,9,KG repair / data repair / constraints,2025,AAAI,Association Pattern-enhanced Molecular Representation Learning.,Lingxiang Jia; Yuchen Ying; Tian Qiu; Shaolun Yao; Liang Xue; Jie Lei; Jie Song; Mingli Song; Zunlei Feng,"The applicability of drug molecules in various clinical scenarios is significantly influenced by a diverse range of molecular properties. By leveraging self-supervised conditions such as atom attributes and interatomic bonds, existing advanced molecular foundation models can generate expressive representations of these molecules. However, such models often overlook the fixed association patterns within molecules that influence physiological or chemical properties. In this paper, we introduce a novel association pattern-aware message passing method, which can serve as an effective yet general plug-and-play plugin, thereby enhancing the atom representations generated by molecular foundation models without requiring additional pretraining. Additionally, molecular property-specific pattern libraries are constructed to collect the generated interpretable common patterns that bind to these properties. Extensive experiments conducted on 11 benchmark molecular property prediction tasks across 8 advanced molecular foundation models demonstrate significant superiority of the proposed method, with performance improvements of up to approximately 20%. Furthermore, a property-specific pattern library is tailored for blood-brain barrier penetration, which has undergone corresponding mechanistic validation.",https://doi.org/10.1609/aaai.v39i17.33935,10.1609/aaai.v39i17.33935,0,0,3,0,2,2,0,2,0,Matches: Repair / constraint / validation relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""graph_ml"": [""message passing""], ""llm_agent"": [""rag""], ""repair"": [""validation""]}",conf/aaai/JiaYQYX00SF25,,https://openalex.org/W4409364186
B,9,Neuro-symbolic and verifier-guided learning,2025,IJCAI,Breaking the Self-Evaluation Barrier: Reinforced Neuro-Symbolic Planning with Large Language Models.,Jie-Jing Shao; Hong-Jie You; Guohao Cai; Quanyu Dai; Zhenhua Dong; Lan-Zhe Guo,"Large Language Models (LLMs) have demonstrated remarkable capabilities in language understanding and commonsense reasoning, yet they often struggle with constraint satisfaction in planning problems. Previous studies relying on test-time improvement with self-evaluation fail to address this limitation effectively. In this work, we identify this critical gap and propose a novel neuro-symbolic framework, Reinforced Neuro-Symbolic Planning (\algo), that enhances LLM-powered planning by incorporating a symbolic verifier. The verifier provides explicit feedback on constraint satisfaction, enabling iterative refinement of the state evaluation. Specifically, we utilize the outcome feedback from each logical goal to update the process value along planning paths through a reinforcement value function maximization objective. We further employ T-norms to aggregate the satisfaction levels of multiple constraints, which provided more effective guidance for the test-time search. Our framework bridges the strengths of neural and symbolic methods, leveraging the generative power of LLMs while ensuring rigorous adherence to constraints through symbolic verification. Extensive experiments demonstrate that our approach significantly improves planning accuracy and constraint satisfaction across various domains, outperforming traditional self-evaluation methods. It highlights the potential of hybrid neuro-symbolic systems to address complex constrained planning tasks.",https://doi.org/10.24963/ijcai.2025/682,10.24963/ijcai.2025/682,0,0,3,2,0,2,0,2,0,Matches: Repair / constraint / validation relevance; Neuro-symbolic relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""evaluation""], ""llm_agent"": [""large language model"", ""rag""], ""neurosymbolic"": [""neuro-symbolic""], ""repair"": [""constraints""]}",conf/ijcai/ShaoYCDDG25,,https://openalex.org/W4414359769
B,9,KG repair / data repair / constraints,2025,ICDE,CDA: Cost-Sensitive Data Acquisition for Incomplete Datasets.,Kaiyu Li; Xiaohui Yu; Jian Pei,"This paper introduces the novel concept of cost-sensitive data acquisition (CDA), a desirable addition to the data preparation process in a data science pipeline that focuses on strategically acquiring data from various priced sources, such as data markets, under budget constraints. CDA improves data quality by identifying the best set of values to acquire and integrating them into incomplete datasets, optimizing a particular objective defined in the resulting tables (data products). This paper focuses on CDA for a single relational table while also exploring possible extensions to multi-table contexts. First, we introduce an algorithm that utilizes conformal risk control to select rows likely to be included in the data product with probabilistic guarantees. We then investigate ways to acquire data to complete these rows under various CDA scenarios. We start with a scenario where data records are available on a row-wise basis, which proves to be an NP-hard problem. To solve this problem, we introduce an efficient row-wise greedy algorithm (RGreedy), which approaches an approximation ratio of 1. Subsequently, we explore a more generic scenario where each unit of data for acquisition may involve multiple records with a subset of the attributes. We propose a coverage minimum option selection (CMOS) algorithm for its solution, focusing on scalability. Through empirical evaluations on three real-world datasets and one synthetic dataset, we demonstrate that our methods yield performance improvements of 20 % to 40 % over applicable baselines.",https://doi.org/10.1109/ICDE65448.2025.00120,10.1109/icde65448.2025.00120,0,0,3,0,0,2,2,2,0,Matches: Repair / constraint / validation relevance; LLM-agent relevance; Database/data quality relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""evaluation""], ""data_quality"": [""data quality""], ""llm_agent"": [""rag""], ""repair"": [""constraints""]}",conf/icde/LiYP25,,https://openalex.org/W4413349768
B,9,KG repair / data repair / constraints,2025,AAAI,Clean-Label Graph Backdoor Attack in the Node Classification Task.,Hui Xia; Xiangwei Zhao; Rui Zhang; Shuo Xu; Luming Wang,"Graph neural networks (GNNs) have achieved impressive results in various graph learning tasks. Backdoor attacks pose a significant threat to GNNs, with a focus on dirty-label attacks. However, these attacks often necessitate the inclusion of blatantly incorrect inputs into the training set, rendering them easily detectable through simple filtering. In response to this challenge, we introduce Clean-Label Graph Backdoor Attack (CGBA). The majority of features in the generated poisoned nodes align with their true labels, significantly enhancing the difficulty of detecting the attack. Firstly, leveraging the uncertainty inherent in the GNNs, we develop a low-budget strategy for selecting poisoned nodes. This approach focuses on nodes in the target class with uncertain and low-degree classifications, allowing for efficient attacks within a limited budget while mitigating the impact on other clean nodes. Secondly, we present an innovative strategy for generating feature triggers. By boosting the confidence of poisoned samples in the target class, this tactic establishes a robust association between the trigger and the target class, even without modifying the labels of poisoned nodes. Additionally, we incorporate two constraints to reduce disruption to the graph structure. In conclusion, comprehensive experimental results unequivocally showcase CGBA's exceptional attack performance across three benchmark datasets and four GNNs models. Notably, the attack targeting the GraphSAGE model attains a 100% success rate, accompanied by a marginal benign accuracy drop of no more than 0.5%.",https://doi.org/10.1609/aaai.v39i20.35466,10.1609/aaai.v39i20.35466,0,0,3,0,2,2,0,2,0,Matches: Repair / constraint / validation relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""graph_ml"": [""graph neural network"", ""gnn""], ""llm_agent"": [""rag""], ""repair"": [""constraints""]}",conf/aaai/XiaZZXW25,,https://openalex.org/W4409363390
B,9,GNNs and KG representation learning,2025,KR,Logical Expressivity and Explanations for Monotonic GNNs with Scoring Functions.,Matthew Morris; David J. Tena Cucala; Bernardo Cuenca Grau,"Graph neural networks (GNNs) are often used for the task of link prediction: predicting missing binary facts in knowledge graphs (KGs). To address the lack of explainability of GNNs on KGs, recent works extract Datalog rules from GNNs with provable correspondence guarantees. The extracted rules can be used to explain the GNN's predictions; furthermore, they can help characterise the expressive power of various GNN models. However, these works address only a form of link prediction based on a restricted, low-expressivity graph encoding/decoding method. In this paper, we consider a more general and popular approach for link prediction where a scoring function is used to decode the GNN output into fact predictions. We show how GNNs and scoring functions can be adapted to be monotonic, use the monotonicity to extract sound rules for explaining predictions, and leverage existing results about the kind of rules that scoring functions can capture. We also define procedures for obtaining equivalent Datalog programs for certain classes of monotonic GNNs with scoring functions. Our experiments show that, on link prediction benchmarks, monotonic GNNs and scoring functions perform well in practice and yield many sound rules.",https://doi.org/10.24963/kr.2025/47,10.24963/kr.2025/47,0,3,0,0,2,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""graph_ml"": [""graph neural network"", ""gnn""], ""kg"": [""knowledge graph""], ""llm_agent"": [""rag""]}",conf/kr/MorrisCG25,,https://openalex.org/W4415903202
B,9,KG repair / data repair / constraints,2025,IJCAI,Scalable Primal Heuristics Using Graph Neural Networks for Combinatorial Optimization (Abstract Reprint).,Furkan Cantürk; Taha Varol; Reyhan Aydogan; Okan Örsan Özener,"By examining the patterns of solutions obtained for various instances, one can gain insights into the structure and behavior of combinatorial optimization (CO) problems and develop efficient algorithms for solving them. Machine learning techniques, especially Graph Neural Networks (GNNs), have shown promise in parametrizing and automating this laborious design process. The inductive bias of GNNs allows for learning solutions to mixed-integer programming (MIP) formulations of constrained CO problems with a relational representation of decision variables and constraints. The trained GNNs can be leveraged with primal heuristics to construct high-quality feasible solutions to CO problems quickly. However, current GNN-based end-to-end learning approaches have limitations for scalable training and generalization on larger-scale instances; therefore, they have been mostly evaluated over small-scale instances. Addressing this issue, our study builds on supervised learning of optimal solutions to the downscaled instances of given large-scale CO problems. We introduce several improvements on a recent GNN model for CO to generalize on instances of a larger scale than those used in training. We also propose a two-stage primal heuristic strategy based on uncertainty-quantification to automatically configure how solution search relies on the predicted decision values. Our models can generalize on 16x upscaled instances of commonly benchmarked five CO problems. Unlike the regressive performance of existing GNN-based CO approaches as the scale of problems increases, the CO pipelines using our models offer an incremental performance improvement relative to CPLEX. The proposed uncertainty-based primal heuristics provide 6-75% better optimality gap values and 45-99% better primal gap values for the 16x upscaled instances and brings immense speedup to obtain high-quality solutions. All these gains are achieved through a computationally efficient modeling approach without sacrificing solution quality.",https://doi.org/10.24963/ijcai.2025/1223,10.24963/ijcai.2025/1223,0,0,3,0,2,2,0,2,0,Matches: Repair / constraint / validation relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""graph_ml"": [""graph neural network"", ""gnn""], ""llm_agent"": [""rag""], ""repair"": [""constraints""]}",conf/ijcai/CanturkVAO25,,https://openalex.org/W4414360330
B,9,GNNs and KG representation learning,2024,KR,Relational Graph Convolutional Networks Do Not Learn Sound Rules.,Matthew Morris; David J. Tena Cucala; Bernardo Cuenca Grau; Ian Horrocks,"Graph neural networks (GNNs) are frequently used to predict missing facts in knowledge graphs (KGs). Motivated by the lack of explainability for the outputs of these models, recent work has aimed to explain their predictions using Datalog, a widely used logic-based formalism. However, such work has been restricted to certain subclasses of GNNs. In this paper, we consider one of the most popular GNN architectures for KGs, R-GCN, and we provide two methods to extract rules that explain its predictions and are sound, in the sense that each fact derived by the rules is also predicted by the GNN, for any input dataset. Furthermore, we provide a method that can verify that certain classes of Datalog rules are not sound for the R-GCN. In our experiments, we train R-GCNs on KG completion benchmarks, and we are able to verify that no Datalog rule is sound for these models, even though the models often obtain high to near-perfect accuracy. This raises some concerns about the ability of R-GCN models to generalise and about the explainability of their predictions. We further provide two variations to the training paradigm of R-GCN that encourage it to learn sound rules and find a trade-off between model accuracy and the number of learned sound rules.",https://doi.org/10.24963/kr.2024/84,10.24963/kr.2024/84,0,3,0,0,2,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""graph_ml"": [""graph neural network"", ""gnn""], ""kg"": [""knowledge graph"", ""kg completion""], ""llm_agent"": [""rag""]}",conf/kr/MorrisCG024,,https://openalex.org/W4403792791
B,8,KG repair / data repair / constraints,2024,WWW,Representation Learning with Large Language Models for Recommendation.,Xubin Ren; Wei Wei; Lianghao Xia; Lixin Su; Suqi Cheng; Junfeng Wang; Dawei Yin; Chao Huang,"Recommender systems have seen significant advancements with the influence of deep learning and graph neural networks, particularly in capturing complex user-item relationships. However, these graph-based recommenders heavily depend on ID-based data, potentially disregarding valuable textual information associated with users and items, resulting in less informative learned representations. Moreover, the utilization of implicit feedback data introduces potential noise and bias, posing challenges for the effectiveness of user preference learning. While the integration of large language models (LLMs) into traditional ID-based recommenders has gained attention, challenges such as scalability issues, limitations in text-only reliance, and prompt input constraints need to be addressed for effective implementation in practical recommender systems. To address these challenges, we propose a model-agnostic framework RLMRec that aims to enhance existing recommenders with LLM-empowered representation learning. It proposes a recommendation paradigm that integrates representation learning with LLMs to capture intricate semantic aspects of user behaviors and preferences. RLMRec incorporates auxiliary textual signals, employs LLMs for user/item profiling, and aligns the semantic space of LLMs with collaborative relational signals through cross-view alignment. This work further demonstrates the theoretical foundation of incorporating textual signals through mutual information maximization, which improves the quality of representations. Our evaluation integrates RLMRec with state-of-the-art recommender models, while also analyzing its efficiency and robustness to noise data. Implementation codes are available at https://github.com/HKUDS/RLMRec.",https://doi.org/10.1145/3589334.3645458,10.1145/3589334.3645458,156,0,3,0,2,2,0,2,1,Matches: Repair / constraint / validation relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance. Low-priority terms also matched: recommender system.,"{""benchmark"": [""evaluation""], ""graph_ml"": [""graph neural network""], ""llm_agent"": [""large language model""], ""repair"": [""constraints""]}",conf/www/RenWXSCWY024,,https://openalex.org/W4396758712
B,8,KG repair / data repair / constraints,2023,ICDE,RETIA: Relation-Entity Twin-Interact Aggregation for Temporal Knowledge Graph Extrapolation.,Kangzheng Liu; Feng Zhao; Guandong Xu; Xianzhi Wang; Hai Jin,"Temporal knowledge graph (TKG) extrapolation aims to predict future unknown events (facts) based on historical information, and has attracted considerable attention due to its great practical significance. Accurate representations (embeddings) of entities and relations form the basis of TKG extrapolation. Recent work has been devoted to improving the rationality of entity representations. However, on the one hand, ignoring relation modeling results in incomplete relation representations; therefore, some approaches aggregate only immediately adjacent entities of relations, but this can lead to the ""message islands"" problem of relation modeling. On the other hand, ignoring the association constraints between relations and entities can make the embeddings of both relations and entities prone to overfitting. To address the abovementioned challenges, we propose an advanced method, namely, RETIA. For the former issue, we generate twin hyperrelation subgraphs for each historical subgraph and then aggregate both the adjacent entities and relations in the hyperrelation subgraphs through a graph convolutional network (GCN). About the latter concern, we propose a twin-interact module (TIM), which provides communication channels for relation aggregation and entity aggregation during the evolution of the historical sequence. Experiments conducted on five public datasets show that RETIA has made great improvements across several evaluation metrics. Our released code is available at https://github.com/CGCL-codes/RETIA.",https://doi.org/10.1109/ICDE55515.2023.00138,10.1109/icde55515.2023.00138,44,3,3,0,0,0,0,2,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""evaluation""], ""kg"": [""knowledge graph""], ""repair"": [""constraints""]}",conf/icde/Liu0X0023,,https://openalex.org/W4385285758
B,8,KG repair / data repair / constraints,2025,AAAI,CALF: Aligning LLMs for Time Series Forecasting via Cross-modal Fine-Tuning.,Peiyuan Liu; Hang Guo; Tao Dai; Naiqi Li; Jigang Bao; Xudong Ren; Yong Jiang; Shu-Tao Xia,"Deep learning (e.g., Transformer) has been widely and successfully used in multivariate time series forecasting (MTSF). Unlike existing methods that focus on training models from a single modal of time series input, large language models (LLMs) based MTSF methods with cross-modal text and time series input have recently shown great superiority, especially with limited temporal data. However, current LLM-based MTSF methods usually focus on adapting and fine-tuning LLMs, while neglecting the distribution discrepancy between textual and temporal input tokens, thus leading to sub-optimal performance. To address this issue, we propose a novel Cross-Modal LLM Fine-Tuning (CALF) framework for MTSF by reducing the distribution discrepancy between textual and temporal data, which mainly consists of the temporal target branch with temporal input and the textual source branch with aligned textual input. To reduce the distribution discrepancy, we develop the cross-modal match module to first align cross-modal input distributions. Additionally, to minimize the modality distribution gap in both feature and output spaces, feature regularization loss is developed to align the intermediate features between the two branches for better weight updates, while output consistency loss is introduced to allow the output representations of both branches to correspond effectively. Thanks to the modality alignment, CALF establishes state-of-the-art performance for both long-term and short-term forecasting tasks with low computational complexity, and exhibits favorable few-shot and zero-shot abilities similar to that in LLMs.",https://doi.org/10.1609/aaai.v39i18.34082,10.1609/aaai.v39i18.34082,37,3,3,0,0,2,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance.,"{""kg"": [""ontology""], ""llm_agent"": [""large language model""], ""repair"": [""consistency""]}",conf/aaai/LiuG0LBR0X25,,https://openalex.org/W4409363808
B,8,KG repair / data repair / constraints,2024,KDD,FNSPID: A Comprehensive Financial News Dataset in Time Series.,Zihan Dong; Xinyu Fan; Zhiyuan Peng,"Financial market predictions utilize historical data to anticipate future stock prices and market trends. Traditionally, these predictions have focused on the statistical analysis of quantitative factors, such as stock prices, trading volumes, inflation rates, and changes in industrial production. Recent advancements in large language models motivate the integrated financial analysis of both sentiment data, particularly market news, and numerical factors. Nonetheless, this methodology frequently encounters constraints due to the paucity of extensive datasets that amalgamate both quantitative and qualitative sentiment analyses. To address this challenge, we introduce a large-scale financial dataset, namely, Financial News and Stock Price Integration Dataset (FNSPID). It comprises 29.7 million stock prices and 15.7 million time-aligned financial news records for 4,775 S&P500 companies, covering the period from 1999 to 2023, sourced from 4 stock market news websites. We demonstrate that FNSPID excels existing stock market datasets in scale and diversity while uniquely incorporating sentiment information. Through financial analysis experiments on FNSPID, we propose: (1) the dataset's size and quality significantly boost market prediction accuracy; (2) adding sentiment scores modestly enhances performance on the transformer-based model; (3) a reproducible procedure that can update the dataset. Completed work, code, documentation, and examples are available at this http URL. FNSPID offers unprecedented opportunities for the financial research community to advance predictive modeling and analysis.",https://doi.org/10.1145/3637528.3671629,10.1145/3637528.3671629,36,3,3,0,0,2,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance.,"{""kg"": [""ontology""], ""llm_agent"": [""large language model""], ""repair"": [""constraints""]}",conf/kdd/DongFP24,,https://openalex.org/W4401863947
B,8,KG repair / data repair / constraints,2024,AAAI,CyberQ: Generating Questions and Answers for Cybersecurity Education Using Knowledge Graph-Augmented LLMs.,Garima Agrawal; Kuntal Pal; Yuli Deng; Huan Liu; Ying-Chih Chen,"Building a skilled cybersecurity workforce is paramount to building a safer digital world. However, the diverse skill set, constantly emerging vulnerabilities, and deployment of new cyber threats make learning cybersecurity challenging. Traditional education methods struggle to cope with cybersecurity's rapidly evolving landscape and keep students engaged and motivated. Different studies on students' behaviors show that an interactive mode of education by engaging through a question-answering system or dialoguing is one of the most effective learning methodologies. There is a strong need to create advanced AI-enabled education tools to promote interactive learning in cybersecurity. Unfortunately, there are no publicly available standard question-answer datasets to build such systems for students and novice learners to learn cybersecurity concepts, tools, and techniques. The education course material and online question banks are unstructured and need to be validated and updated by domain experts, which is tedious when done manually. In this paper, we propose CyberGen, a novel unification of large language models (LLMs) and knowledge graphs (KG) to generate the questions and answers for cybersecurity automatically. Augmenting the structured knowledge from knowledge graphs in prompts improves factual reasoning and reduces hallucinations in LLMs. We used the knowledge triples from cybersecurity knowledge graphs (AISecKG) to design prompts for ChatGPT and generate questions and answers using different prompting techniques. Our question-answer dataset, CyberQ, contains around 4k pairs of questions and answers. The domain expert manually evaluated the random samples for consistency and correctness. We train the generative model using the CyberQ dataset for question answering task.",https://doi.org/10.1609/aaai.v38i21.30362,10.1609/aaai.v38i21.30362,30,3,3,0,0,2,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance.,"{""kg"": [""knowledge graph""], ""llm_agent"": [""large language model""], ""repair"": [""consistency""]}",conf/aaai/AgrawalPDLC24,,https://openalex.org/W4393161287
B,8,KG repair / data repair / constraints,2024,AAAI,No Prejudice! Fair Federated Graph Neural Networks for Personalized Recommendation.,Nimesh Agrawal; Anuj Kumar Sirohi; Sandeep Kumar; Jayadeva,"Ensuring fairness in Recommendation Systems (RSs) across demographic groups is critical due to the increased integration of RSs in applications such as personalized healthcare, finance, and e-commerce. Graph-based RSs play a crucial role in capturing intricate higher-order interactions among entities. However, integrating these graph models into the Federated Learning (FL) paradigm with fairness constraints poses formidable challenges as this requires access to the entire interaction graph and sensitive user information (such as gender, age, etc.) at the central server. This paper addresses the pervasive issue of inherent bias within RSs for different demographic groups without compromising the privacy of sensitive user attributes in FL environment with the graph-based model. To address the group bias, we propose F2PGNN (Fair Federated Personalized Graph Neural Network), a novel framework that leverages the power of Personalized Graph Neural Network (GNN) coupled with fairness considerations. Additionally, we use differential privacy techniques to fortify privacy protection. Experimental evaluation on three publicly available datasets showcases the efficacy of F2PGNN in mitigating group unfairness by 47% ∼ 99% compared to the state-of-the-art while preserving privacy and maintaining the utility. The results validate the significance of our framework in achieving equitable and personalized recommendations using GNN within the FL landscape. Source code is at: https://github.com/nimeshagrawal/F2PGNN-AAAI24",https://doi.org/10.1609/aaai.v38i10.28950,10.1609/aaai.v38i10.28950,29,0,3,0,2,2,0,2,1,Matches: Repair / constraint / validation relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance. Low-priority terms also matched: recommendation system.,"{""benchmark"": [""evaluation""], ""graph_ml"": [""graph neural network"", ""gnn""], ""llm_agent"": [""rag""], ""repair"": [""constraints""]}",conf/aaai/AgrawalSKJ24,,https://openalex.org/W4393220349
B,8,KG repair / data repair / constraints,2023,ICDE,Robust Attributed Graph Alignment via Joint Structure Learning and Optimal Transport.,Jianheng Tang; Weiqi Zhang; Jiajin Li; Kangfei Zhao; Fugee Tsung; Jia Li,"Graph alignment, which aims at identifying corresponding entities across multiple networks, has been widely applied in various domains. As the graphs to be aligned are usually constructed from different sources, the inconsistency issues of structures and features between two graphs are ubiquitous in real-world applications. Most existing methods follow the ""embed-then-cross-compare"" paradigm which computes node embeddings in each graph and then processes node correspondences based on cross-graph embedding comparison. However, we find these methods are unstable and sub-optimal when structure or feature inconsistency appears. To this end, we propose SLOTAlign, an unsupervised graph alignment framework that jointly performs Structure Learning and Optimal Transport Alignment. We convert graph alignment to an optimal transport problem between two intra-graph matrices without the requirement of cross-graph comparison. We further incorporate multi-view structure learning to enhance graph representation power and reduce the effect of structure and feature inconsistency inherited across graphs. Moreover, an alternating scheme based algorithm has been developed to address the joint optimization problem in SLOTAlign and the provable convergence result are also established. Finally, we conduct extensive experiments on six unsupervised graph alignment datasets and the DBP15K knowledge graph (KG) alignment benchmark dataset. The proposed SLOTAlign shows superior performance and strongest robustness over seven unsupervised graph alignment methods and five specialized KG alignment methods. <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">1</sup>",https://doi.org/10.1109/ICDE55515.2023.00129,10.1109/icde55515.2023.00129,26,3,3,0,0,0,0,2,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""kg"": [""knowledge graph""], ""repair"": [""consistency""]}",conf/icde/TangZLZTL23,,https://openalex.org/W4385284171
B,8,KG repair / data repair / constraints,2023,AAAI,ACL-Net: Semi-supervised Polyp Segmentation via Affinity Contrastive Learning.,Huisi Wu; Wende Xie; Jingyin Lin; Xinrong Guo,"Automatic polyp segmentation from colonoscopy images is an essential prerequisite for the development of computer-assisted therapy. However, the complex semantic information and the blurred edges of polyps make segmentation extremely difficult. In this paper, we propose a novel semi-supervised polyp segmentation framework using affinity contrastive learning (ACL-Net), which is implemented between student and teacher networks to consistently refine the pseudo-labels for semi-supervised polyp segmentation. By aligning the affinity maps between the two branches, a better polyp region activation can be obtained to fully exploit the appearance-level context encoded in the feature maps, thereby improving the capability of capturing not only global localization and shape context, but also the local textural and boundary details. By utilizing the rich inter-image affinity context and establishing a global affinity context based on the memory bank, a cross-image affinity aggregation (CAA) module is also implemented to further refine the affinity aggregation between the two branches. By continuously and adaptively refining pseudo-labels with optimized affinity, we can improve the semi-supervised polyp segmentation based on the mutually reinforced knowledge interaction among contrastive learning and consistency learning iterations. Extensive experiments on five benchmark datasets, including Kvasir-SEG, CVC-ClinicDB, CVC-300, CVC-ColonDB and ETIS, demonstrate the effectiveness and superiority of our method. Codes are available at https://github.com/xiewende/ACL-Net.",https://doi.org/10.1609/aaai.v37i3.25382,10.1609/aaai.v37i3.25382,24,3,3,0,0,0,0,2,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""kg"": [""ontology""], ""repair"": [""consistency""]}",conf/aaai/WuXLG23,,https://openalex.org/W4382240146
