priority,total_score,primary_category,year,venue,title,authors,abstract,url,doi,citation_count,kg_score,repair_score,neurosymbolic_score,graph_ml_score,llm_agent_score,data_quality_score,benchmark_score,negative_penalty,reason_for_inclusion,matched_terms,dblp_key,semantic_scholar_id,openalex_id
B,10,KG repair / data repair / constraints,2026,AAAI,SAR: A Structure-Aligned Reasoning Framework for Temporal Knowledge Graph Question Answering.,Qianyi Hu; Jiaxue Liu; Xinhui Tu; Shoujin Wang,"Large language models (LLMs) augmented with retrieval have shown impressive performance in open-domain question answering, yet struggle significantly with temporal knowledge graph question answering (TKGQA). The core issue lies in structural misalignment: treating structured, temporally sensitive graph queries as plain text often causes LLMs to retrieve or reason with semantically similar but structurally incorrect facts, resulting in critical inaccuracies. To address this, we introduce SAR (Structure-Aligned Reasoning), a novel TKGQA framework that integrates LLM reasoning tightly with the explicit subject–predicate–object–time schema inherent in knowledge graphs. SAR employs an LLM agent to first decompose natural language questions into structured queries, clearly delineating entities, relationships, and temporal constraints. It then conducts schema-consistent, time-aware retrieval from the knowledge graph to acquire candidate quadruples, which guide a subsequent iterative ReAct-style reasoning process by the LLM. A final verification stage ensures that proposed answers strictly adhere to temporal conditions, reinforcing accuracy and temporal coherence. Experiments on two benchmark datasets, MultiTQ and CronQuestions, demonstrate SAR’s effectiveness, achieving the best results. Specifically, with GPT-4.1, SAR achieves 78.2% Hits@1 on MultiTQ, significantly outperforming existing methods, and similarly establishes a new performance record on CronQuestions. Our results underscore the critical importance of structural alignment in temporal reasoning tasks, particularly in handling complex queries involving multiple temporal constraints and multi-hop reasoning.",https://doi.org/10.1609/aaai.v40i37.40369,10.1609/aaai.v40i37.40369,0,3,3,0,0,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""kg"": [""knowledge graph""], ""llm_agent"": [""llm agent"", ""large language model""], ""repair"": [""constraints""]}",conf/aaai/HuLTW26,,https://openalex.org/W7138221809
B,10,KG repair / data repair / constraints,2026,AAAI,"SciMKG: A Multimodal Knowledge Graph for Science Education with Text, Image, Video and Audio.",Tong Lu; Zhichun Wang; Yaoyu Zhou; Yiming Guan; Zhiyong Bai; Junsheng Du,"Knowledge graphs (KGs) play a vital role in intelligent education by offering structured representations of educational content. However, constructing multimodal educational knowledge graphs (EKGs) from diverse open educational resources remains a challenge due to the reliance on costly manual annotations and the lack of multimodal integration. In this work, we propose an automated framework that harnesses the reasoning capabilities of large language models (LLMs) to construct multimodal EKGs from open courses efficiently. In our framework, an Extraction-Verification-Integration-Augmentation pipeline is designed to incrementally extract and refine disciplinary concepts from learning resources. Texts, images, videos and audios are aligned with their corresponding concepts. To ensure semantic consistency across modalities, we propose a cross-modal alignment method based on shared structural and semantic features. Using our framework, we build SciMKG, a large-scale multimodal EKG for Chinese K12 education in sciences (biology, physics, and chemistry), encompassing 1,356 knowledge points, 34,630 multimodal concepts, and 403,400 relational triples. Experimental results show that our method improves concept extraction F1 score by 9 % over state-of-the-art baselines; both automatic and human evaluations confirm the robustness of our multimodal alignment method. SciMKG and our construction toolkit will be publicly released to support further research and applications in AI-driven education.",https://doi.org/10.1609/aaai.v40i18.38574,10.1609/aaai.v40i18.38574,0,3,3,0,0,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""evaluation""], ""kg"": [""knowledge graph"", ""semantic web""], ""llm_agent"": [""large language model""], ""repair"": [""consistency""]}",conf/aaai/LuWZGBD26,,https://openalex.org/W7137918701
B,10,KG repair / data repair / constraints,2026,AAAI,T-Retriever: Tree-based Hierarchical Retrieval Augmented Generation for Textual Graphs.,Chunyu Wei; Huaiyu Qin; Siyuan He; Yunhai Wang; Yueguo Chen,"Retrieval-Augmented Generation (RAG) has significantly enhanced Large Language Models' ability to access external knowledge, yet current graph-based RAG approaches face two critical limitations in managing hierarchical information: they impose rigid layer-specific compression quotas that damage local graph structures, and they prioritize topological structure while neglecting semantic content. We introduce T-Retriever, a novel framework that reformulates attributed graph retrieval as tree-based retrieval using a semantic and structure-guided encoding tree. Our approach features two key innovations: (1) Adaptive Compression Encoding, which replaces artificial compression quotas with a global optimization strategy that preserves the graph's natural hierarchical organization, and (2) Semantic-Structural Entropy (S²-Entropy), which jointly optimizes for both structural cohesion and semantic consistency when creating hierarchical partitions. Experiments across diverse graph reasoning benchmarks demonstrate that T-Retriever significantly outperforms state-of-the-art RAG methods, providing more coherent and contextually relevant responses to complex queries.",https://doi.org/10.1609/aaai.v40i19.38625,10.1609/aaai.v40i19.38625,0,3,3,0,0,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""kg"": [""knowledge graph""], ""llm_agent"": [""large language model"", ""retrieval-augmented"", ""rag""], ""repair"": [""consistency""]}",conf/aaai/WeiQHWC26,,https://openalex.org/W7137934165
B,10,KG repair / data repair / constraints,2025,ICDE,$t$DCDiscover: Mining Threshold Denial Constraints from Time Series Data.,Xiaoou Ding; Muyun Zhou; Yida Liu; Zekai Qian; Chen Wang; Hongzhi Wang; Jianmin Wang,"Denial constraints are vital in data quality management, but traditional mining algorithms struggle with time series data. To address this, we introduce a novel data quality rule, threshold Denial Constraints (<tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$t$</tex>DCs), which enables predicate scaling in numerical contexts. We formalize the inference system for <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$t$</tex>DCs and demonstrate the monotonicity and abruptness of threshold predicates. To efficiently mine <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$t$</tex>DCs, we design the tDCDiscover algorithm, which leverages batch computation of differences and thresholds to significantly reduce the time required for acquiring homologous predicate evidence, achieving a 50% -66% decrease. Additionally, we introduce an evidence matrix to store evidence, lowering the complexity of evidence matching from <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$O(m)$</tex> to <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$O(1)$</tex>. We propose two pruning strategies: triviality pruning and prediction coverage pruning, to effectively decrease the search paths to one-fifth of their original number and eliminating at least 90% of unnecessary paths. We theoretically prove that tDCDiscover ensures minimal, valid, and complete results. Experimental results on eight real-world datasets demonstrate that, compared to the current state-of-the-art denial constraint mining techniques, tDCDiscover achieves more than double the efficiency when processing high-dimensional time series data. In downstream data cleaning tasks, tDCDiscover improves error detection precision by an average of 40% and repair accuracy by 18%, further offering advantages in time series data quality management.",https://doi.org/10.1109/ICDE65448.2025.00193,10.1109/icde65448.2025.00193,0,3,3,0,0,2,2,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance; Database/data quality relevance.,"{""data_quality"": [""data quality"", ""data cleaning""], ""kg"": [""ontology""], ""llm_agent"": [""rag""], ""repair"": [""constraints""]}",conf/icde/DingZLQWWW25,,https://openalex.org/W4413361227
B,10,KG repair / data repair / constraints,2025,SIGMOD,Dialogue Benchmark Generation from Knowledge Graphs with Cost-Effective Retrieval-Augmented LLMs.,Reham Omar; Omij Mangukiya; Essam Mansour,"Dialogue benchmarks are crucial in training and evaluating chatbots engaging in domain-specific conversations. Knowledge graphs (KGs) represent semantically rich and well-organized data spanning various domains, such as DBLP, DBpedia, and YAGO. Traditionally, dialogue benchmarks have been manually created from documents, neglecting the potential of KGs in automating this process. Some question-answering benchmarks are automatically generated using extensive preprocessing from KGs, but they do not support dialogue generation. This paper introduces Chatty-Gen, a novel multi-stage retrieval-augmented generation platform for automatically generating high-quality dialogue benchmarks tailored to a specific domain using a KG. Chatty-Gen decomposes the generation process into manageable stages and uses assertion rules for automatic validation between stages. Our approach enables control over intermediate results to prevent time-consuming restarts due to hallucinations. It also reduces reliance on costly and more powerful commercial LLMs. Chatty-Gen eliminates upfront processing of the entire KG using efficient query-based retrieval to find representative subgraphs based on the dialogue context. Our experiments with several real and large KGs demonstrate that C hatty -G en significantly outperforms state-of-the-art systems and ensures consistent model and system performance across multiple LLMs of diverse capabilities, such as GPT-4o, Gemini 1.5, Llama 3, and Mistral.",https://doi.org/10.1145/3709681,10.1145/3709681,0,3,3,0,0,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""kg"": [""knowledge graph""], ""llm_agent"": [""retrieval-augmented""], ""repair"": [""validation""]}",journals/pacmmod/OmarMM25,,https://openalex.org/W4407355838
B,10,KG repair / data repair / constraints,2025,IJCAI,Enhancing Automated Grading in Science Education through LLM-Driven Causal Reasoning and Multimodal Analysis.,Haohao Zhu; Tingting Li; Peng He; Jiayu Zhou,"Automated assessment of open responses in K–12 science education poses significant challenges due to the multimodal nature of student work, which often integrates textual explanations, drawings, and handwritten elements. Traditional evaluation methods that focus solely on textual analysis fail to capture the full breadth of student reasoning and are susceptible to biases such as handwriting neatness or answer length. In this paper, we propose a novel LLM-augmented multimodal evaluation framework that addresses these limitations through a comprehensive, bias-corrected grading system. Our approach leverages LLMs to generate causal knowledge graphs that encapsulate the essential conceptual relationships in student responses, comparing these graphs with those derived automatically from the rubrics and submissions. Experimental results demonstrate that our framework improves grading accuracy and consistency over deep supervised learning and few-shot LLM baselines.",https://doi.org/10.24963/ijcai.2025/1150,10.24963/ijcai.2025/1150,0,3,3,0,0,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""evaluation""], ""kg"": [""knowledge graph""], ""llm_agent"": [""rag""], ""repair"": [""consistency""]}",conf/ijcai/ZhuLHZ25,,https://openalex.org/W4414359341
B,10,KG repair / data repair / constraints,2025,KR,Faithful Differentiable Reasoning with Reshuffled Region-based Embeddings.,Aleksandar Pavlovic; Emanuel Sallinger; Steven Schockaert,"Knowledge graph (KG) embedding methods learn geometric representations of entities and relations to predict plausible missing knowledge. These representations are typically assumed to capture rule-like inference patterns. However, our theoretical understanding of which inference patterns can be captured remains limited. Ideally, KG embedding methods should be expressive enough such that for any set of rules, there exist relation embeddings that exactly capture these rules. This principle has been studied within the framework of region-based embeddings, but existing models are severely limited in the kinds of rule bases that can be captured. We argue that this stems from the fact that entity embeddings are only compared in a coordinate-wise fashion. As an alternative, we propose \modelName, a simple model based on ordering constraints that can faithfully capture a much larger class of rule bases than existing approaches. Most notably, RESHUFFLE can capture bounded inference w.r.t. arbitrary sets of closed path rules. The entity embeddings in our framework can be learned by a Graph Neural Network (GNN), which effectively acts as a differentiable rule base.",https://doi.org/10.24963/kr.2025/48,10.24963/kr.2025/48,0,3,3,2,2,0,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; Neuro-symbolic relevance; Graph ML relevance.,"{""graph_ml"": [""graph neural network"", ""gnn"", ""kg embedding""], ""kg"": [""knowledge graph"", ""kg embedding""], ""neurosymbolic"": [""differentiable reasoning""], ""repair"": [""constraints""]}",conf/kr/0002SS25,,https://openalex.org/W4415903198
B,10,KG repair / data repair / constraints,2023,IJCAI,Learning Monocular Depth in Dynamic Environment via Context-aware Temporal Attention.,Zizhang Wu; Zhuozheng Li; Zhi-Gang Fan; Yunzhe Wu; Yuanzhu Gan; Jian Pu,"The monocular depth estimation task has recently revealed encouraging prospects, especially for the autonomous driving task. To tackle the ill-posed problem of 3D geometric reasoning from 2D monocular images, multi-frame monocular methods are developed to leverage the perspective correlation information from sequential temporal frames. However, moving objects such as cars and trains usually violate the static scene assumption, leading to feature inconsistency deviation and misaligned cost values, which would mislead the optimization algorithm. In this work, we present CTA-Depth, a Context-aware Temporal Attention guided network for multi-frame monocular Depth estimation. Specifically, we first apply a multi-level attention enhancement module to integrate multi-level image features to obtain an initial depth and pose estimation. Then the proposed CTA-Refiner is adopted to alternatively optimize the depth and pose. During the CTA-Refiner process, context-aware temporal attention (CTA) is developed to capture the global temporal-context correlations to maintain the feature consistency and estimation integrity of moving objects. In particular, we propose a long-range geometry embedding (LGE) module to produce a long-range temporal geometry prior. Our approach achieves significant improvements (e.g., 13.5% for the Abs Rel metric on the KITTI dataset) over state-of-the-art approaches on three benchmark datasets.",https://doi.org/10.24963/ijcai.2023/172,10.24963/ijcai.2023/172,0,3,3,0,0,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""kg"": [""ontology""], ""llm_agent"": [""rag""], ""repair"": [""consistency""]}",conf/ijcai/WuLFWGP23,,https://openalex.org/W4385764527
B,9,KG repair / data repair / constraints,2023,AAAI,Weakly-Supervised Camouflaged Object Detection with Scribble Annotations.,Ruozhen He; Qihua Dong; Jiaying Lin; Rynson W. H. Lau,"Existing camouflaged object detection (COD) methods rely heavily on large-scale datasets with pixel-wise annotations. However, due to the ambiguous boundary, annotating camouflage objects pixel-wisely is very time-consuming and labor-intensive, taking ~60mins to label one image. In this paper, we propose the first weakly-supervised COD method, using scribble annotations as supervision. To achieve this, we first relabel 4,040 images in existing camouflaged object datasets with scribbles, which takes ~10s to label one image. As scribble annotations only describe the primary structure of objects without details, for the network to learn to localize the boundaries of camouflaged objects, we propose a novel consistency loss composed of two parts: a cross-view loss to attain reliable consistency over different images, and an inside-view loss to maintain consistency inside a single prediction map. Besides, we observe that humans use semantic information to segment regions near the boundaries of camouflaged objects. Hence, we further propose a feature-guided loss, which includes visual features directly extracted from images and semantically significant features captured by the model. Finally, we propose a novel network for COD via scribble learning on structural information and semantic relations. Our network has two novel modules: the local-context contrasted (LCC) module, which mimics visual inhibition to enhance image contrast/sharpness and expand the scribbles into potential camouflaged regions, and the logical semantic relation (LSR) module, which analyzes the semantic relation to determine the regions representing the camouflaged object. Experimental results show that our model outperforms relevant SOTA methods on three COD benchmarks with an average improvement of 11.0% on MAE, 3.2% on S-measure, 2.5% on E-measure, and 4.4% on weighted F-measure.",https://doi.org/10.1609/aaai.v37i1.25156,10.1609/aaai.v37i1.25156,104,3,3,0,0,2,0,2,1,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance; Benchmark/evaluation relevance. Low-priority terms also matched: object detection.,"{""benchmark"": [""benchmark""], ""kg"": [""ontology""], ""llm_agent"": [""rag""], ""repair"": [""consistency""]}",conf/aaai/HeDLL23,,https://openalex.org/W4382465636
B,9,GNNs and KG representation learning,2023,KDD,Expert Knowledge-Aware Image Difference Graph Representation Learning for Difference-Aware Medical Visual Question Answering.,Xinyue Hu; Lin Gu; Qiyuan An; Mengliang Zhang; Liangchen Liu; Kazuma Kobayashi; Tatsuya Harada; Ronald M. Summers; Yingying Zhu,"To contribute to automating the medical vision-language model, we propose a novel Chest-Xray Different Visual Question Answering (VQA) task. Given a pair of main and reference images, this task attempts to answer several questions on both diseases and, more importantly, the differences between them. This is consistent with the radiologist's diagnosis practice that compares the current image with the reference before concluding the report. We collect a new dataset, namely MIMIC-Diff-VQA, including 700,703 QA pairs from 164,324 pairs of main and reference images. Compared to existing medical VQA datasets, our questions are tailored to the Assessment-Diagnosis-Intervention-Evaluation treatment procedure used by clinical professionals. Meanwhile, we also propose a novel expert knowledge-aware graph representation learning model to address this task. The proposed baseline model leverages expert knowledge such as anatomical structure prior, semantic, and spatial knowledge to construct a multi-relationship graph, representing the image differences between two images for the image difference VQA task. The dataset and code can be found at https://github.com/Holipori/MIMIC-Diff-VQA. We believe this work would further push forward the medical vision language model.",https://doi.org/10.1145/3580305.3599819,10.1145/3580305.3599819,38,3,0,0,2,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""evaluation""], ""graph_ml"": [""graph representation learning""], ""kg"": [""knowledge graph""], ""llm_agent"": [""rag""]}",conf/kdd/HuGAZLKHSZ23,,https://openalex.org/W4385245495
B,9,KG repair / data repair / constraints,2023,IJCAI,SemiGNN-PPI: Self-Ensembling Multi-Graph Neural Network for Efficient and Generalizable Protein-Protein Interaction Prediction.,Ziyuan Zhao; Peisheng Qian; Xulei Yang; Zeng Zeng; Cuntai Guan; Tam Wai Leong; Xiaoli Li,"Protein-protein interactions (PPIs) are crucial in various biological processes and their study has significant implications for drug development and disease diagnosis. Existing deep learning methods suffer from significant performance degradation under complex real-world scenarios due to various factors, e.g., label scarcity and domain shift. In this paper, we propose a self-ensembling multi-graph neural network (SemiGNN-PPI) that can effectively predict PPIs while being both efficient and generalizable. In SemiGNN-PPI, we not only model the protein correlations but explore the label dependencies by constructing and processing multiple graphs from the perspectives of both features and labels in the graph learning process. We further marry GNN with Mean Teacher to effectively leverage unlabeled graph-structured PPI data for self-ensemble graph learning. We also design multiple graph consistency constraints to align the student and teacher graphs in the feature embedding space, enabling the student model to better learn from the teacher model by incorporating more relationships. Extensive experiments on PPI datasets of different scales with different evaluation settings demonstrate that SemiGNN-PPI outperforms state-of-the-art PPI prediction methods, particularly in challenging scenarios such as training with limited annotations and testing on unseen data.",https://doi.org/10.24963/ijcai.2023/554,10.24963/ijcai.2023/554,28,0,3,0,2,2,0,2,0,Matches: Repair / constraint / validation relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""evaluation""], ""graph_ml"": [""graph neural network"", ""gnn""], ""llm_agent"": [""rag""], ""repair"": [""constraints"", ""consistency""]}",conf/ijcai/ZhaoQYZGLL23,,https://openalex.org/W4385768160
B,9,GNNs and KG representation learning,2023,IJCAI,Local and Global: Temporal Question Answering via Information Fusion.,Yonghao Liu; Di Liang; Mengyu Li; Fausto Giunchiglia; Ximing Li; Sirui Wang; Wei Wu; Lan Huang; Xiaoyue Feng; Renchu Guan,"Many models that leverage knowledge graphs (KGs) have recently demonstrated remarkable success in question answering (QA) tasks. In the real world, many facts contained in KGs are time-constrained thus temporal KGQA has received increasing attention. Despite the fruitful efforts of previous models in temporal KGQA, they still have several limitations. (I) They neither emphasize the graph structural information between entities in KGs nor explicitly utilize a multi-hop relation path through graph neural networks to enhance answer prediction. (II) They adopt pre-trained language models (LMs) to obtain question representations, focusing merely on the global information related to the question while not highlighting the local information of the entities in KGs. To address these limitations, we introduce a novel model that simultaneously explores both Local information and Global information for the task of temporal KGQA (LGQA). Specifically, we first introduce an auxiliary task in the temporal KG embedding procedure to make timestamp embeddings time-order aware. Then, we design information fusion layers that effectively incorporate local and global information to deepen question understanding. We conduct extensive experiments on two benchmarks, and LGQA significantly outperforms previous state-of-the-art models, especially in difficult questions. Moreover, LGQA can generate interpretable and trustworthy predictions.",https://doi.org/10.24963/ijcai.2023/571,10.24963/ijcai.2023/571,15,3,0,0,2,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""graph_ml"": [""graph neural network"", ""kg embedding""], ""kg"": [""knowledge graph"", ""kg embedding""], ""llm_agent"": [""rag""]}",conf/ijcai/LiuLLGLWW0FG23,,https://openalex.org/W4385768161
B,9,KG repair / data repair / constraints,2023,IJCAI,"One Model, Any CSP: Graph Neural Networks as Fast Global Search Heuristics for Constraint Satisfaction.",Jan Tönshoff; Berke Kisin; Jakob Lindner; Martin Grohe,"We propose a universal Graph Neural Network architecture which can be trained as an end-2-end search heuristic for any Constraint Satisfaction Problem (CSP). Our architecture can be trained unsupervised with policy gradient descent to generate problem specific heuristics for any CSP in a purely data driven manner. The approach is based on a novel graph representation for CSPs that is both generic and compact and enables us to process every possible CSP instance with one GNN, regardless of constraint arity, relations or domain size. Unlike previous RL-based methods, we operate on a global search action space and allow our GNN to modify any number of variables in every step of the stochastic search. This enables our method to properly leverage the inherent parallelism of GNNs. We perform a thorough empirical evaluation where we learn heuristics for well known and important CSPs, both decision and optimisation problems, from random data, including graph coloring, MAXCUT, and MAX-k-SAT, and the general RB model. Our approach significantly outperforms prior end-2-end approaches for neural combinatorial optimization. It can compete with conventional heuristics and solvers on test instances that are several orders of magnitude larger and structurally more complex than those seen during training.",https://doi.org/10.24963/ijcai.2023/476,10.24963/ijcai.2023/476,13,0,3,0,2,2,0,2,0,Matches: Repair / constraint / validation relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""evaluation""], ""graph_ml"": [""graph neural network"", ""gnn""], ""llm_agent"": [""rag""], ""repair"": [""consistency""]}",conf/ijcai/TonshoffKLG23,,https://openalex.org/W4385764426
B,9,KG repair / data repair / constraints,2024,SIGMOD,GIDCL: A Graph-Enhanced Interpretable Data Cleaning Framework with Large Language Models.,Mengyi Yan; Yaoshu Wang; Yue Wang; Xiaoye Miao; Jianxin Li,"Data quality is critical across many applications. The utility of data is undermined by various errors, making rigorous data cleaning a necessity. Traditional data cleaning systems depend heavily on predefined rules and constraints, which necessitate significant domain knowledge and manual effort. Moreover, while configuration-free approaches and deep learning methods have been explored, they struggle with complex error patterns, lacking interpretability, requiring extensive feature engineering or labeled data. This paper introduces GIDCL ( G raph-enhanced I nterpretable D ata C leaning with L arge language models), a pioneering framework that harnesses the capabilities of Large Language Models (LLMs) alongside Graph Neural Network (GNN) to address the challenges of traditional and machine learning-based data cleaning methods. By converting relational tables into graph structures, GIDCL utilizes GNN to effectively capture and leverage structural correlations among data, enhancing the model's ability to understand and rectify complex dependencies and errors. The framework's creator-critic workflow innovatively employs LLMs to automatically generate interpretable data cleaning rules and tailor feature engineering with minimal labeled data. This process includes the iterative refinement of error detection and correction models through few-shot learning, significantly reducing the need for extensive manual configuration. GIDCL not only improves the precision and efficiency of data cleaning but also enhances its interpretability, making it accessible and practical for non-expert users. Our extensive experiments demonstrate that GIDCL significantly outperforms existing methods, improving F1-scores by 10% on average while requiring only 20 labeled tuples.",https://doi.org/10.1145/3698811,10.1145/3698811,9,0,3,0,2,2,2,0,0,Matches: Repair / constraint / validation relevance; Graph ML relevance; LLM-agent relevance; Database/data quality relevance.,"{""data_quality"": [""data quality"", ""data cleaning""], ""graph_ml"": [""graph neural network"", ""gnn""], ""llm_agent"": [""large language model"", ""rag""], ""repair"": [""constraints""]}",journals/pacmmod/YanWWML24,,https://openalex.org/W4405623238
B,9,KG repair / data repair / constraints,2024,ICDE,Breaking the Entanglement of Homophily and Heterophily in Semi-supervised Node Classification.,Henan Sun; Xunkai Li; Zhengyu Wu; Daohan Su; Rong-Hua Li; Guoren Wang,"Recently, graph neural networks (GNNs) have shown prominent performance in semi-supervised node classification by leveraging knowledge from the graph database. However, most existing GNNs follow the homophily assumption, where connected nodes are more likely to exhibit similar feature distributions and the same labels, and such an assumption has proven to be vulnerable in a growing number of practical applications. As a supplement, heterophily reflects dissimilarity in connected nodes, which has gained significant attention in graph learning. To this end, data engineers aim to develop a powerful GNN model that can ensure performance under both homophily and heterophily. Despite numerous attempts, most existing GNNs struggle to achieve optimal node representations due to the constraints of undirected graphs. The neglect of directed edges results in sub-optimal graph representations, thereby hindering the capacity of GNNs. To address this issue, we introduce AMUD, which quantifies the relationship between node profiles and topology from a statistical perspective, offering valuable insights for Adaptively Modeling the natural directed graphs as the Undirected or Directed graph to maximize the benefits from subsequent graph learning. Furthermore, we propose Adaptive Directed Pattern Aggregation (ADPA) as a new directed graph learning paradigm for AMUD. Empirical studies have demonstrated that AMUD guides efficient graph learning. Meanwhile, extensive experiments on 16 benchmark datasets substantiate the impressive performance of ADPA, outperforming baselines by significant margins of 3.96%.",https://doi.org/10.1109/ICDE60146.2024.00188,10.1109/icde60146.2024.00188,6,0,3,0,2,2,0,2,0,Matches: Repair / constraint / validation relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""graph_ml"": [""graph neural network"", ""gnn""], ""llm_agent"": [""rag""], ""repair"": [""constraints""]}",conf/icde/SunLWSLW24,,https://openalex.org/W4400909680
B,9,GNNs and KG representation learning,2024,KDD,Logical Reasoning with Relation Network for Inductive Knowledge Graph Completion.,Qinggang Zhang; Keyu Duan; Junnan Dong; Pai Zheng; Xiao Huang,"Inductive knowledge graph completion (KGC) aims to infer the missing relation for a set of newly-coming entities that never appeared in the training set. Such a setting is more in line with reality, as real-world KGs are constantly evolving and introducing new knowledge. Recent studies have shown promising results using message passing over subgraphs to embed newly-coming entities for inductive KGC. However, the inductive capability of these methods is usually limited by two key issues. (i) KGC always suffers from data sparsity, and the situation is even exacerbated in inductive KGC where new entities often have few or no connections to the original KG. (ii) Cold-start problem. It is over coarse-grained for accurate KG reasoning to generate representations for new entities by gathering the local information from few neighbors. To this end, we propose a novel i<u>N</u>f<u>O</u>max <u>R</u>el<u>A</u>tion <u>N</u>etwork, namely NORAN, for inductive KG completion. It aims to mine latent relation patterns for inductive KG completion. Specifically, by centering on relations, NORAN provides a hyper view towards KG modeling, where the correlations between relations can be naturally captured as entity-independent logical evidence to conduct inductive KGC. Extensive experiment results on five benchmarks show that our framework substantially outperforms the state-of-the-art KGC methods.",https://doi.org/10.1145/3637528.3671911,10.1145/3637528.3671911,6,3,0,0,2,2,0,2,0,Matches: KG / RDF / Wikidata relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark"", ""real-world kg""], ""graph_ml"": [""message passing""], ""kg"": [""knowledge graph"", ""kg completion""], ""llm_agent"": [""kg reasoning""]}",conf/kdd/ZhangDDZH24,,https://openalex.org/W4401856681
B,9,KG repair / data repair / constraints,2024,ICDE,Time Series Data Cleaning Under Expressive Constraints on Both Rows and Columns.,Xiaoou Ding; Genglong Li; Hongzhi Wang; Chen Wang; Yichen Song,"Time series data generated by thousands of sensors are suffering data quality problems. Traditional constraint-based techniques have greatly contributed to data cleaning applications. However, cleaning methods that support expressive constraints on time series data remain insufficient. Given the notable characteristics of time series data, existing cleaning approaches are challenged to provide good repair solutions. To address the challenges, we propose a novel data cleaning method for time series which incorporates expressive constraints that support arithmetic operations between attributes and time context. In the violation detection phase, we introduce specialized violation degree quantification functions and design a violation cell discovery algorithm to identify errors hidden in time series data. In the data repairing phase, we formalize the cleaning task as a constrained optimization problem and develop a novel repair objective function that considers both modification costs and conformance degrees of constraints. We effectively reduce the repair search space through the evaluation of time-context constraints and propose a bidirectional repairing algorithm. We also provide theoretical analysis of the proposed repairing method. Experimental results on three real-world IoT datasets across five metrics demonstrate that our proposed method outperforms seven state-of-the-art cleaning techniques specialized for time series data. Specifically, we achieve a 60% improvement in repairing effectiveness and a 70% reduction in time costs with our designed cleaning strategy.",https://doi.org/10.1109/ICDE60146.2024.00283,10.1109/icde60146.2024.00283,5,3,3,0,0,0,2,2,1,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; Database/data quality relevance; Benchmark/evaluation relevance. Low-priority terms also matched: networking.,"{""benchmark"": [""evaluation""], ""data_quality"": [""data quality"", ""data cleaning""], ""kg"": [""ontology""], ""repair"": [""data repair"", ""constraints""]}",conf/icde/DingLWWS24,,https://openalex.org/W4400909959
